name,description,price,stock
valproic acid,Seizures,7.8,4
Prezista,AIDS/HIV,7.7,4
Keflex,Acne,7.5,4
erythromycin,Bronchitis,7.5,4
NasalCrom,Hayfever,7.5,4
Motrin,Pain,7.5,4
Feldene,Rheumatoid Arthritis,7.5,4
Pexeva,Anxiety,7.3,4
insulin isophane / insulin regular,Diabetes (Type 2),7.3,4
oxaprozin,Osteoarthritis,7.3,4
amisulpride,Schizophrenia,7.3,4
Biaxin XL,Bronchitis,7,4
Desyrel,Depression,7,4
Kaletra,AIDS/HIV,6.8,4
Pepcid,GERD (Heartburn),6.8,4
Clarinex,Hayfever,6.8,4
dexchlorpheniramine,Hayfever,6.8,4
lamivudine,AIDS/HIV,6.5,4
mycophenolate mofetil,Rheumatoid Arthritis,6.5,4
promethazine,Hayfever,6.3,4
prednisone,IBD (Bowel),6,4
brodalumab,Psoriasis,6,4
Siliq,Psoriasis,6,4
Gabitril,Seizures,6,4
tiagabine,Seizures,6,4
cefprozil,Bronchitis,5.8,4
sulindac,Osteoarthritis,5.8,4
clindamycin,Pneumonia,5.8,4
Striverdi Respimat,COPD,5.5,4
olodaterol,COPD,5.5,4
benazepril / hydrochlorothiazide,Hypertension,5.5,4
Lotensin,Hypertension,5.5,4
oxaprozin,Rheumatoid Arthritis,5.5,4
Equetro,Bipolar Disorder,5,4
Humulin R U-500 (Concentrated),Diabetes (Type 2),5,4
ergotamine,Migraine,5,4
Tylenol Arthritis Pain,Pain,5,4
Tylenol PM,Pain,5,4
Medrol Dosepak,Hayfever,4.5,4
aspirin / oxycodone,Pain,4.3,4
Welchol,Diabetes (Type 2),4,4
nateglinide,Diabetes (Type 2),4,4
Aldactone,Hair Loss,4,4
diflunisal,Pain,4,4
isosorbide dinitrate,Angina,3.8,4
Imuran,Rheumatoid Arthritis,3.8,4
Rogaine Men's Extra Strength,Hair Loss,3.7,4
Zostrix,Pain,3.5,4
hydrocortisone,Psoriasis,3.5,4
Namenda XR,Alzheimer's,3.3,4
mefenamic acid,Pain,3.3,4
Aspercreme Pain Relieving Heat Gel,Pain,3.3,4
Admelog,Diabetes (Type 2),3,4
Nesina,Diabetes (Type 2),3,4
Factive,Pneumonia,2.7,4
gemifloxacin,Pneumonia,2.7,4
Risperdal Consta,Bipolar Disorder,2.5,4
electrolyte replacement solutions,Diarrhea,2,4
Factive,Bronchitis,1,4
salicylic acid/sulfur,Acne,10,3
Lopressor,Angina,10,3
Diazepam Intensol,Anxiety,10,3
Symlin,Diabetes (Type 1),10,3
Cordran Tape,Eczema,10,3
flurandrenolide,Eczema,10,3
clocortolone,Eczema,10,3
brompheniramine / pseudoephedrine,Hayfever,10,3
Deconamine,Hayfever,10,3
Premarin,Osteoporosis,10,3
thiothixene,Schizophrenia,10,3
Uta,UTI,10,3
Desoxyn,Weight Loss,10,3
NovoLog FlexPen,Diabetes (Type 2),9.7,3
aluminum hydroxide / magnesium hydroxide / simethicone,GERD (Heartburn),9.7,3
Zyrtec-D,Hayfever,9.7,3
acebutolol,Hypertension,9.7,3
diflunisal,Osteoarthritis,9.7,3
amlodipine / celecoxib,Osteoarthritis,9.7,3
Consensi,Osteoarthritis,9.7,3
Meperitab,Pain,9.7,3
MethylPREDNISolone Dose Pack,Asthma,9.5,3
Caduet,Hypertension,9.5,3
aspirin / carisoprodol / codeine,Pain,9.5,3
insulin isophane / insulin regular,Diabetes (Type 1),9.3,3
Xultophy,Diabetes (Type 2),9.3,3
insulin degludec / liraglutide,Diabetes (Type 2),9.3,3
Cortizone-10,Eczema,9.3,3
carbinoxamine,Hayfever,9.3,3
Topicort,Psoriasis,9.3,3
Nitrolingual Pumpspray,Angina,9,3
phenytoin,Anxiety,9,3
Lamictal ODT,Bipolar Disorder,9,3
XaQuil XR,Depression,9,3
Novolin R,Diabetes (Type 2),9,3
Inderal LA,Hypertension,9,3
phenobarbital,Insomnia,9,3
Vanquish,Migraine,9,3
Zostrix,Osteoarthritis,9,3
MG217 Medicated Tar,Psoriasis,9,3
Oxy-10,Acne,8.7,3
Jornay PM,ADHD,8.7,3
Medrol Dosepak,Asthma,8.7,3
flunisolide,Hayfever,8.7,3
Zovirax Ointment,Herpes,8.7,3
Tazorac,Psoriasis,8.7,3
tazarotene,Psoriasis,8.7,3
acetaminophen / tramadol,Rheumatoid Arthritis,8.7,3
caffeine,Asthma,8.5,3
magnesium hydroxide,Acne,8.3,3
Altabax,Acne,8.3,3
retapamulin,Acne,8.3,3
Fiasp,Diabetes (Type 1),8.3,3
Children's Claritin Allergy,Hayfever,8.3,3
fosinopril,Hypertension,8.3,3
indomethacin,Rheumatoid Arthritis,8.3,3
Sotret,Acne,8,3
Hytrin,Hypertension,8,3
acetaminophen / aspirin / caffeine / salicylamide,Pain,8,3
Novolin 70/30,Diabetes (Type 2),7.7,3
Minipress,Hypertension,7.5,3
BC Fast Pain Relief,Pain,7.5,3
Selzentry,AIDS/HIV,7.3,3
maraviroc,AIDS/HIV,7.3,3
Unithroid,Hypothyroidism,7.3,3
salicylic acid,Acne,7,3
Combivir,AIDS/HIV,7,3
lamivudine / zidovudine,AIDS/HIV,7,3
Humulin R U-500 KwikPen,Diabetes (Type 2),7,3
nadolol,Hypertension,7,3
sulfasalazine,IBD (Bowel),7,3
cromolyn,IBD (Bowel),7,3
amitriptyline,Incontinence,7,3
Adhansia XR,ADHD,6.7,3
chlorpheniramine,Colds & Flu,6.7,3
Breztri Aerosphere,COPD,6.7,3
budesonide / formoterol / glycopyrrolate,COPD,6.7,3
Prevacid SoluTab,GERD (Heartburn),6.7,3
Coreg CR,Hypertension,6.7,3
Children's Motrin,Pain,6.7,3
Novolin R,Diabetes (Type 1),6.5,3
ceftriaxone,Bronchitis,6.3,3
"Blue-Emu Maximum Strength Arthritis, Muscle & Joint Pain Relief",Pain,6.3,3
Apidra,Diabetes (Type 2),6,3
pindolol,Hypertension,6,3
Procardia XL,Hypertension,5.7,3
sulindac,Rheumatoid Arthritis,5.7,3
carvedilol,Angina,5.5,3
Zithromax,Pneumonia,5.5,3
flurbiprofen,Pain,5.3,3
Percodan,Pain,5.3,3
polycarbophil,Constipation,5,3
canagliflozin / metformin,Diabetes (Type 2),5,3
Phenergan,Hayfever,5,3
Apresoline,Hypertension,5,3
Capzasin-HP,Osteoarthritis,5,3
cefpodoxime,Pneumonia,5,3
Daypro,Rheumatoid Arthritis,5,3
Atelvia,Osteoporosis,4.7,3
capsaicin / menthol / methyl salicylate,Pain,4.5,3
dexamethasone,Rheumatoid Arthritis,4.3,3
Prezcobix,AIDS/HIV,4,3
cobicistat / darunavir,AIDS/HIV,4,3
dexamethasone,Hayfever,4,3
pramoxine,Pain,4,3
Ilumya,Psoriasis,3.7,3
tildrakizumab,Psoriasis,3.7,3
Azithromycin Dose Pack,Pneumonia,3.3,3
Arazlo,Acne,2,3
Capzasin,Pain,2,3
Claritin-D 12 Hour,Hayfever,1.7,3
Norvir,AIDS/HIV,1,3
ritonavir,AIDS/HIV,1,3
Septra,Acne,10,2
Clindagel,Acne,10,2
benzoyl peroxide / sulfur,Acne,10,2
Pernox,Acne,10,2
selegiline,ADHD,10,2
Reyataz,AIDS/HIV,10,2
atazanavir,AIDS/HIV,10,2
Razadyne ER,Alzheimer's,10,2
aspirin,Angina,10,2
Tranxene T-Tab,Anxiety,10,2
tiagabine,Bipolar Disorder,10,2
doxorubicin,Cancer,10,2
brompheniramine,Colds & Flu,10,2
dextromethorphan / phenylephrine / pyrilamine,Colds & Flu,10,2
Codimal DM,Colds & Flu,10,2
Fleet Phospho Soda,Constipation,10,2
Xopenex,COPD,10,2
revefenacin,COPD,10,2
Yupelri,COPD,10,2
insulin aspart/insulin aspart protamine,Diabetes (Type 1),10,2
Humulin R U-500 (Concentrated),Diabetes (Type 1),10,2
NovoLog Mix 70/30,Diabetes (Type 1),10,2
insulin aspart/insulin aspart protamine,Diabetes (Type 2),10,2
Anti-Diarrheal,Diarrhea,10,2
Cloderm,Eczema,10,2
Clobex,Eczema,10,2
Tagamet HB,GERD (Heartburn),10,2
Axid AR,GERD (Heartburn),10,2
Westhroid,Hypothyroidism,10,2
Goody's Extra Strength,Migraine,10,2
Medrol Dosepak,Osteoarthritis,10,2
Motrin IB,Pain,10,2
Vitapap,Pain,10,2
Naprelan,Pain,10,2
capsaicin / lidocaine / menthol / methyl salicylate,Pain,10,2
Legatrin PM,Pain,10,2
LidoPro,Pain,10,2
Temovate,Psoriasis,10,2
aspirin,Rheumatoid Arthritis,10,2
Motrin,Rheumatoid Arthritis,10,2
auranofin,Rheumatoid Arthritis,10,2
Ridaura,Rheumatoid Arthritis,10,2
Qudexy XR,Seizures,10,2
Vibramycin,UTI,10,2
ampicillin,UTI,10,2
PanOxyl 10% Acne Foaming Wash,Acne,9.5,2
sulfur,Acne,9.5,2
ProCentra,ADHD,9.5,2
Delstrigo,AIDS/HIV,9.5,2
doravirine / lamivudine / tenofovir,AIDS/HIV,9.5,2
Atrovent HFA,Asthma,9.5,2
Slo-Niacin,Cholesterol,9.5,2
Benadryl,Colds & Flu,9.5,2
Methylin ER,Depression,9.5,2
Verdeso,Eczema,9.5,2
Dermatop,Eczema,9.5,2
diflorasone,Eczema,9.5,2
prednicarbate,Eczema,9.5,2
Aloprim,Gout,9.5,2
Alavert,Hayfever,9.5,2
Apriso,IBD (Bowel),9.5,2
zopiclone,Insomnia,9.5,2
Painaid,Migraine,9.5,2
Cataflam,Osteoarthritis,9.5,2
Indocin,Osteoarthritis,9.5,2
Duobrii,Psoriasis,9.5,2
halobetasol / tazarotene,Psoriasis,9.5,2
Otrexup,Rheumatoid Arthritis,9.5,2
corticotropin,Rheumatoid Arthritis,9.5,2
Phenytek,Seizures,9.5,2
Ceftin,UTI,9.5,2
Co-trimoxazole,Acne,9,2
Konsyl,Constipation,9,2
trimipramine,Depression,9,2
Vivactil,Depression,9,2
protriptyline,Depression,9,2
Humalog Mix 75/25,Diabetes (Type 1),9,2
octreotide,Diabetes (Type 1),9,2
insulin lispro/insulin lispro protamine,Diabetes (Type 1),9,2
Humulin N,Diabetes (Type 2),9,2
Jentadueto XR,Diabetes (Type 2),9,2
halcinonide,Eczema,9,2
Compoz Nighttime Sleep Aid,Insomnia,9,2
Caltrate 600+D,Osteoporosis,9,2
Amoxil,Pneumonia,9,2
vancomycin,Pneumonia,9,2
Taclonex Scalp,Psoriasis,9,2
baricitinib,Rheumatoid Arthritis,9,2
Zarah,Acne,8.5,2
enoxaparin,Angina,8.5,2
Ibuprofen PM,Insomnia,8.5,2
clonidine,Pain,8.5,2
Midol PM,Pain,8.5,2
ketoprofen,Rheumatoid Arthritis,8.5,2
Phosphasal,UTI,8.5,2
Sumadan,Acne,8,2
Adzenys ER,ADHD,8,2
desipramine,ADHD,8,2
Cabenuva,AIDS/HIV,8,2
Intelence,AIDS/HIV,8,2
etravirine,AIDS/HIV,8,2
cabotegravir / rilpivirine,AIDS/HIV,8,2
Nitrostat,Angina,8,2
Solu-Medrol,Asthma,8,2
Glucovance,Diabetes (Type 2),8,2
Topicort,Eczema,8,2
Locoid Lipocream,Eczema,8,2
MethylPREDNISolone Dose Pack,Hayfever,8,2
Microzide,Hypertension,8,2
moexipril,Hypertension,8,2
calcium carbonate,Osteoporosis,8,2
benzocaine,Pain,8,2
salsalate,Rheumatoid Arthritis,8,2
resorcinol / sulfur,Acne,7.5,2
Kenalog-40,Asthma,7.5,2
insulin lispro/insulin lispro protamine,Diabetes (Type 2),7.5,2
octreotide,Diarrhea,7.5,2
Adalat CC,Hypertension,7.5,2
Diastat AcuDial,Seizures,7.5,2
nadolol,Anxiety,7,2
Mucinex Maximum Strength,Bronchitis,7,2
Fenesin IR,Bronchitis,7,2
Janumet XR,Diabetes (Type 2),7,2
cefprozil,Pneumonia,7,2
Bactrim DS,Bronchitis,6.5,2
beclomethasone,Bronchitis,6.5,2
Oxaydo,Pain,6.5,2
piperacillin / tazobactam,Pneumonia,6.5,2
Naprosyn,Rheumatoid Arthritis,6.5,2
diflunisal,Rheumatoid Arthritis,6.5,2
Epivir,AIDS/HIV,6,2
Ceftin,Bronchitis,6,2
Kenalog,Eczema,6,2
Desonate,Eczema,6,2
Wal-itin,Hayfever,6,2
Zomig Nasal Spray,Migraine,6,2
Doan's Pills,Pain,6,2
glimepiride / pioglitazone,Diabetes (Type 2),5.5,2
bethanechol,GERD (Heartburn),5.5,2
Pepcid Complete,GERD (Heartburn),5.5,2
calcium carbonate / famotidine / magnesium hydroxide,GERD (Heartburn),5.5,2
Verelan PM,Hypertension,5.5,2
amiloride,Hypertension,5.5,2
candesartan / hydrochlorothiazide,Hypertension,5.5,2
Lialda,IBD (Bowel),5.5,2
Detrol,Incontinence,5.5,2
salsalate,Osteoarthritis,5.5,2
bazedoxifene / conjugated estrogens,Osteoporosis,5.5,2
Duavee,Osteoporosis,5.5,2
Indocin SR,Pain,5.5,2
cefixime,Pneumonia,5.5,2
Penicillin VK,Pneumonia,5.5,2
penicillin v potassium,Pneumonia,5.5,2
corticotropin,Allergies,5,2
Acthar,Allergies,5,2
Aricept ODT,Alzheimer's,5,2
tetracycline,Bronchitis,5,2
Sudafed PE Severe Cold,Colds & Flu,5,2
PEG3350,Constipation,5,2
Beconase AQ,Hayfever,5,2
azathioprine,IBD (Bowel),5,2
Cosamin DS,Osteoarthritis,5,2
Clinoril,Pain,5,2
methylprednisolone,Psoriasis,5,2
Viramune,AIDS/HIV,4.5,2
Riomet,Diabetes (Type 2),4.5,2
acarbose,Diabetes (Type 2),4.5,2
MethylPREDNISolone Dose Pack,Osteoarthritis,4.5,2
bendroflumethiazide,Hypertension,4,2
amikacin,UTI,4,2
glipizide / metformin,Diabetes (Type 2),3.5,2
ReVital,Diarrhea,3,2
Bayer Aspirin Extra Strength Plus,Pain,3,2
Invokamet,Diabetes (Type 2),2.5,2
torsemide,Hypertension,2.5,2
prednisone,Hayfever,2,2
amlodipine / perindopril,Hypertension,2,2
Cipro I.V.,UTI,2,2
Cardizem CD,Hypertension,1.5,2
carboplatin,Cancer,1,2
alogliptin / pioglitazone,Diabetes (Type 2),1,2
Oseni,Diabetes (Type 2),1,2
erythromycin,Acne,10,1
Ery Pads,Acne,10,1
Acnex,Acne,10,1
Avita,Acne,10,1
Avar,Acne,10,1
BenzEFoam Ultra,Acne,10,1
benzoyl peroxide / hydrocortisone,Acne,10,1
CeraVe SA Renewing,Acne,10,1
Fostex Medicated,Acne,10,1
Sulfacleanse 8/4,Acne,10,1
trifarotene,Acne,10,1
Vanoxide-HC,Acne,10,1
Tivicay PD,AIDS/HIV,10,1
Lovenox,Angina,10,1
Bayer Aspirin Extra Strength Plus,Angina,10,1
Corgard,Angina,10,1
nadolol,Angina,10,1
Loreev XR,Anxiety,10,1
Ipratropium Inhalation Solution,Asthma,10,1
Xopenex,Asthma,10,1
Lybalvi,Bipolar Disorder,10,1
olanzapine / samidorphan,Bipolar Disorder,10,1
vincristine,Cancer,10,1
Altoprev,Cholesterol,10,1
FloLipid,Cholesterol,10,1
Promethazine DM,Colds & Flu,10,1
acetaminophen / dextromethorphan / guaifenesin / phenylephrine,Colds & Flu,10,1
dextromethorphan / promethazine,Colds & Flu,10,1
Ed A-Hist,Colds & Flu,10,1
acetaminophen / dextromethorphan / guaifenesin / pseudoephedrine,Colds & Flu,10,1
Citrucel,Constipation,10,1
Fleet Bisacodyl,Constipation,10,1
Purelax,Constipation,10,1
Disposable Enema,Constipation,10,1
Dulcolax Milk of Magnesia,Constipation,10,1
Pedia-Lax Liquid Glycerin Suppositories,Constipation,10,1
Rayos,COPD,10,1
Forfivo XL,Depression,10,1
Humulin N,Diabetes (Type 1),10,1
Novolin 70/30,Diabetes (Type 1),10,1
SymlinPen 60,Diabetes (Type 1),10,1
SymlinPen 120,Diabetes (Type 1),10,1
Glyset,Diabetes (Type 2),10,1
miglitol,Diabetes (Type 2),10,1
Humalog Mix 75/25,Diabetes (Type 2),10,1
Invokamet XR,Diabetes (Type 2),10,1
NovoLog Mix 70/30,Diabetes (Type 2),10,1
crofelemer,Diarrhea,10,1
Pepcid AC Chewable Tablets,GERD (Heartburn),10,1
Mylanta,GERD (Heartburn),10,1
Alka-Seltzer Heartburn + Gas,GERD (Heartburn),10,1
Mylanta Maximum Strength,GERD (Heartburn),10,1
Aller-Tec,Hayfever,10,1
Allegra ODT,Hayfever,10,1
cyproheptadine,Hayfever,10,1
Zyrtec-D 12 Hour,Hayfever,10,1
Aprodine,Hayfever,10,1
clemastine,Hayfever,10,1
diphenhydramine / phenylephrine,Hayfever,10,1
Blistex Ointment,Herpes,10,1
allantoin / camphor / phenol,Herpes,10,1
bendroflumethiazide / nadolol,Hypertension,10,1
Aldactazide,Hypertension,10,1
betaxolol,Hypertension,10,1
Corgard,Hypertension,10,1
Corzide 80/5,Hypertension,10,1
hydrochlorothiazide / spironolactone,Hypertension,10,1
Inspra,Hypertension,10,1
Thyquidity,Hypothyroidism,10,1
Delzicol,IBD (Bowel),10,1
pentobarbital,Insomnia,10,1
amobarbital,Insomnia,10,1
Nighttime Sleepaid,Insomnia,10,1
Motrin,Osteoarthritis,10,1
Dolobid,Osteoarthritis,10,1
tolmetin,Osteoarthritis,10,1
Feverall,Pain,10,1
Anaprox-DS,Pain,10,1
Oxyfast,Pain,10,1
AneCream,Pain,10,1
Bactine,Pain,10,1
Medi-Quik Spray,Pain,10,1
Xylocaine Jelly,Pain,10,1
alfentanil,Pain,10,1
aspirin / caffeine / dihydrocodeine,Pain,10,1
meclofenamate,Pain,10,1
Percogesic Extra Strength,Pain,10,1
Tiger Balm Pain Relieving Patch,Pain,10,1
Xodol,Pain,10,1
Zyvox,Pneumonia,10,1
linezolid,Pneumonia,10,1
Avelox I.V.,Pneumonia,10,1
Cefzil,Pneumonia,10,1
tetracycline,Pneumonia,10,1
lefamulin,Pneumonia,10,1
Xenleta,Pneumonia,10,1
Neoral,Psoriasis,10,1
Kenalog-10,Psoriasis,10,1
ammonium lactate / halobetasol,Psoriasis,10,1
Ionil T,Psoriasis,10,1
Scytera,Psoriasis,10,1
Azulfidine,Rheumatoid Arthritis,10,1
Advil,Rheumatoid Arthritis,10,1
Acthar,Rheumatoid Arthritis,10,1
Oxtellar XR,Seizures,10,1
progesterone,Seizures,10,1
nimodipine,Stroke,10,1
Relenza,Swine Flu,10,1
zanamivir,Swine Flu,10,1
Amoxil,UTI,10,1
Suprax,UTI,10,1
cefadroxil,UTI,10,1
Duricef,UTI,10,1
amphetamine,Weight Loss,10,1
Amzeeq,Acne,9,1
minocycline,Acne,9,1
BP Wash,Acne,9,1
Trizivir,AIDS/HIV,9,1
abacavir / lamivudine / zidovudine,AIDS/HIV,9,1
atenolol,Angina,9,1
Toprol-XL,Angina,9,1
Robafen,Bronchitis,9,1
Norel AD,Colds & Flu,9,1
FiberCon,Constipation,9,1
Enemeez Mini,Constipation,9,1
sorbitol,Constipation,9,1
Aventyl Hydrochloride,Depression,9,1
amitriptyline / perphenazine,Depression,9,1
insulin glulisine,Diabetes (Type 1),9,1
ReliOn/Novolin 70/30,Diabetes (Type 1),9,1
Humulin R,Diabetes (Type 2),9,1
pramlintide,Diabetes (Type 2),9,1
ertugliflozin / sitagliptin,Diabetes (Type 2),9,1
Steglujan,Diabetes (Type 2),9,1
Symlin,Diabetes (Type 2),9,1
Saccharomyces Boulardii+MOS,Diarrhea,9,1
fluocinolone,Eczema,9,1
azathioprine,Eczema,9,1
Protonix IV,GERD (Heartburn),9,1
Gelusil,GERD (Heartburn),9,1
Zyloprim,Gout,9,1
All Day Allergy,Hayfever,9,1
Rhinocort Allergy,Hayfever,9,1
Wal-finate,Hayfever,9,1
Clarinex-D 12 Hour,Hayfever,9,1
desloratadine / pseudoephedrine,Hayfever,9,1
doxylamine,Hayfever,9,1
Dilt-XR,Hypertension,9,1
Tenoretic 50,Hypertension,9,1
Asacol,IBD (Bowel),9,1
Unisom SleepMelts,Insomnia,9,1
Ergomar,Migraine,9,1
Sloan's Liniment,Osteoarthritis,9,1
Prempro,Osteoporosis,9,1
conjugated estrogens / medroxyprogesterone,Osteoporosis,9,1
ConZip,Pain,9,1
Biofreeze,Pain,9,1
acetaminophen / aspirin,Pain,9,1
Primlev,Pain,9,1
Cloderm,Psoriasis,9,1
clocortolone,Psoriasis,9,1
coal tar/salicylic acid/sulfur,Psoriasis,9,1
Ultravate,Psoriasis,9,1
Depo-Medrol,Rheumatoid Arthritis,9,1
Medrol Dosepak,Rheumatoid Arthritis,9,1
Aristospan,Rheumatoid Arthritis,9,1
camphor / menthol / methyl salicylate,Rheumatoid Arthritis,9,1
fenoprofen,Rheumatoid Arthritis,9,1
tolmetin,Rheumatoid Arthritis,9,1
Sabril,Seizures,9,1
vigabatrin,Seizures,9,1
aspirin,Stroke,9,1
cefepime,UTI,9,1
acetohydroxamic acid,UTI,9,1
Lithostat,UTI,9,1
Urised,UTI,9,1
Pregnyl,Weight Loss,9,1
Phillips' Milk of Magnesia,Acne,8,1
Dynacin,Acne,8,1
Aktipak,Acne,8,1
Avar Cleanser,Acne,8,1
benzoyl peroxide / salicylic acid,Acne,8,1
Inova 4/1,Acne,8,1
Septra,Bronchitis,8,1
Cefzil,Bronchitis,8,1
acetaminophen / dextromethorphan / pseudoephedrine,Colds & Flu,8,1
Halog,Eczema,8,1
Nexium IV,GERD (Heartburn),8,1
Prevacid OTC,GERD (Heartburn),8,1
aluminum hydroxide / magnesium hydroxide,GERD (Heartburn),8,1
Afeditab CR,Hypertension,8,1
Dilacor XR,Hypertension,8,1
hydrochlorothiazide / moexipril,Hypertension,8,1
Daypro,Osteoarthritis,8,1
Calci-Chew,Osteoporosis,8,1
Oxydose,Pain,8,1
Dendracin Neurodendraxcin,Pain,8,1
Fast Freeze,Pain,8,1
Sloan's Liniment,Pain,8,1
metronidazole,Pneumonia,8,1
Flagyl,Pneumonia,8,1
tacrolimus,Psoriasis,8,1
alclometasone,Psoriasis,8,1
DesOwen,Psoriasis,8,1
Embeline,Psoriasis,8,1
hydrocortisone / pramoxine,Psoriasis,8,1
Pramosone,Psoriasis,8,1
anakinra,Rheumatoid Arthritis,8,1
Olumiant,Rheumatoid Arthritis,8,1
Indocin,Rheumatoid Arthritis,8,1
Clinoril,Rheumatoid Arthritis,8,1
olanzapine / samidorphan,Schizophrenia,8,1
Milk of Magnesia,Acne,7,1
salbutamol,Asthma,7,1
Ery-Tab,Bronchitis,7,1
Benadryl Allergy,Colds & Flu,7,1
Ticanase,Hayfever,7,1
Z-Sleep,Insomnia,7,1
Medrol,Rheumatoid Arthritis,7,1
Diastat,Seizures,7,1
ampicillin / sulbactam,UTI,7,1
Unasyn,UTI,7,1
Zumandimine,Acne,6,1
Humulin 70/30,Diabetes (Type 2),6,1
Humulin N Pen,Diabetes (Type 2),6,1
Headache Relief PM,Insomnia,6,1
Goody's Extra Strength,Osteoarthritis,6,1
Vazalore,Pain,6,1
Lanacane,Pain,6,1
betamethasone,Psoriasis,6,1
flurbiprofen,Rheumatoid Arthritis,6,1
methylphenidate,Weight Loss,6,1
Targadox,Acne,5,1
Acnomel,Acne,5,1
Mucinex Fast-Max Night Time Cold & Flu,Colds & Flu,5,1
Dulcolax Stool Softener,Constipation,5,1
Cardura,Hypertension,5,1
Dolobid,Rheumatoid Arthritis,5,1
ezetimibe / rosuvastatin,Cholesterol,4,1
acetaminophen / dextromethorphan / doxylamine,Colds & Flu,4,1
Calan SR,Hypertension,4,1
Accuretic,Hypertension,4,1
hydrochlorothiazide / quinapril,Hypertension,4,1
Trandate,Hypertension,4,1
Doryx,UTI,4,1
acetaminophen / dextromethorphan / phenylephrine,Colds & Flu,3,1
sulfamethoxazole / trimethoprim,Pneumonia,3,1
QuilliChew ER,ADHD,2,1
Lamictal CD,Bipolar Disorder,2,1
cefpodoxime,Bronchitis,2,1
Tylenol Cold,Colds & Flu,2,1
acetaminophen / chlorpheniramine / dextromethorphan / pseudoephedrine,Colds & Flu,2,1
Cheratussin DAC,Colds & Flu,2,1
codeine / guaifenesin / pseudoephedrine,Colds & Flu,2,1
Vasotec,Hypertension,2,1
Cardizem LA,Hypertension,2,1
Gelnique,Incontinence,2,1
Anaprox,Osteoarthritis,2,1
Uro-MP,UTI,2,1
abacavir,AIDS/HIV,1,1
Pifeltro,AIDS/HIV,1,1
doravirine,AIDS/HIV,1,1
rilpivirine,AIDS/HIV,1,1
Amoxil,Bronchitis,1,1
Doxy 100,Bronchitis,1,1
cefixime,Bronchitis,1,1
Vibramycin,Bronchitis,1,1
Suprax,Bronchitis,1,1
ifosfamide,Cancer,1,1
Theraflu Nighttime Severe Cold & Cough,Colds & Flu,1,1
GaviLAX,Constipation,1,1
Lantus SoloStar,Diabetes (Type 1),1,1
Semglee,Diabetes (Type 1),1,1
alogliptin / metformin,Diabetes (Type 2),1,1
Kazano,Diabetes (Type 2),1,1
neomycin,Diarrhea,1,1
Florastor Kids,Diarrhea,1,1
Pedialyte,Diarrhea,1,1
